0.63836,0.32757,0.067489,0.88054,0.45996,0.76387,0.25389,0.59139,0.4288,0.3821,0.12671,0.24427,0.079342,0.30286,0.7417,0.61502,0.67241,0.0083831,0.67838,0.50318,0.23091,0.1749,0.18498,0.84426,0.98259
0.83753,0.81228,0.38974,0.44706,0.91592,0.6712,0.79759,0.90362,0.96992,0.87275,0.56283,0.71798,0.29219,0.75932,0.65544,0.92497,0.80771,0.20788,0.87273,0.88633,0.68472,0.61348,0.64289,0.52594,0.11426
0.63633,0.6712,0.90773,0.99092,0.445,0.76102,0.60458,0.42847,0.21555,0.55297,0.87423,0.83019,0.82725,0.69759,0.84667,0.35511,0.66256,0.65042,0.4443,0.49893,0.81908,0.89637,0.86527,0.99731,0.54145
0.82605,0.82093,0.43231,0.029683,0.88623,0.76929,0.94518,0.85829,0.74405,0.85852,0.56127,0.55532,0.57162,0.83562,0.56004,0.91595,0.76373,0.89064,0.98759,0.87777,0.63173,0.45767,0.54005,0.010737,0.8286
0.65417,0.62775,0.92544,0.097028,0.50797,0.66673,0.28914,0.52686,0.71518,0.61197,0.88243,0.98134,0.97948,0.57726,0.9343,0.30577,0.72996,0.43835,0.049025,0.46099,0.89222,0.92585,0.90882,0.042488,0.67147
0.79623,0.87945,0.37694,0.30352,0.85273,0.89634,0.82849,0.88711,0.83389,0.75587,0.53749,0.14444,0.080389,0.92304,0.32878,0.78215,0.68433,0.86298,0.18649,0.85675,0.41165,0.37978,0.44735,0.16273,0.73079
0.66957,0.451,0.86318,0.77044,0.59429,0.4228,0.60917,0.50082,0.58494,0.73316,0.90803,0.61545,0.29571,0.40248,0.87819,0.62255,0.84655,0.49166,0.60683,0.51738,0.84467,0.86992,0.88914,0.545,0.82507
0.82011,0.94367,0.54505,0.77856,0.86092,0.95381,0.90962,0.91568,0.91816,0.76183,0.47177,0.8249,0.83306,0.88065,0.44967,0.94448,0.55383,0.95588,0.95435,0.95122,0.60836,0.53121,0.48694,0.9919,0.5511
0.62242,0.29184,0.89026,0.52525,0.57256,0.23496,0.39565,0.41756,0.37218,0.74107,0.89514,0.67736,0.55629,0.49632,0.99061,0.23164,0.90731,0.24724,0.17428,0.29221,0.85808,0.90548,0.88306,0.032137,0.99014
0.80063,0.79582,0.43444,0.77919,0.84601,0.69835,0.88303,0.89279,0.84645,0.72772,0.51661,0.76815,0.98732,0.85344,0.075591,0.7309,0.36257,0.72872,0.57562,0.8642,0.60627,0.43899,0.49335,0.12442,0.12699
0.65428,0.68128,0.88383,0.62509,0.57244,0.77094,0.50567,0.48201,0.56416,0.80662,0.90879,0.77862,0.050058,0.53455,0.3882,0.77474,0.88951,0.75566,0.97712,0.4668,0.80219,0.92515,0.91392,0.43575,0.5783
0.85085,0.82744,0.52146,0.94893,0.89307,0.76059,0.91624,0.91097,0.91124,0.58876,0.47486,0.63579,0.19021,0.9383,0.86906,0.65914,0.44333,0.65025,0.089411,0.91606,0.61292,0.39844,0.42954,0.98349,0.83429
0.56252,0.59152,0.88955,0.16163,0.46899,0.67713,0.4297,0.39726,0.40448,0.96199,0.87501,0.93583,0.61612,0.32851,0.53035,0.74368,0.90664,0.83853,0.32567,0.34048,0.85222,0.88193,0.86316,0.064949,0.6643
0.92692,0.90403,0.53269,0.46725,0.91558,0.86183,0.90896,0.85962,0.87722,0.1918,0.5742,0.30219,0.94607,0.84741,0.9108,0.79196,0.37835,0.60179,0.87843,0.8797,0.61913,0.49889,0.53919,0.24292,0.76727
0.35296,0.42605,0.83615,0.93069,0.41153,0.51517,0.40416,0.57247,0.49362,0.69546,0.80122,0.87475,0.20409,0.56421,0.458,0.61233,0.91341,0.83886,0.42715,0.44005,0.7668,0.9037,0.90527,0.73565,0.78463
0.89681,0.94448,0.65315,0.38798,0.89465,0.94944,0.90406,0.85439,0.91263,0.73368,0.70618,0.46098,0.64976,0.92918,0.87271,0.95743,0.38812,0.58822,0.97877,0.89099,0.73186,0.46799,0.47445,0.77789,0.64396
0.40618,0.27076,0.76352,0.88514,0.46123,0.3061,0.38379,0.57414,0.40652,0.83491,0.71502,0.96823,0.91029,0.37537,0.57238,0.16555,0.90793,0.86122,0.083104,0.47724,0.74878,0.87364,0.87152,0.69112,0.91437
0.93617,0.80149,0.77446,0.51848,0.92384,0.80935,0.8638,0.86774,0.89032,0.48408,0.8525,0.24233,0.32664,0.88058,0.82863,0.56977,0.42231,0.46828,0.30479,0.88995,0.72575,0.53953,0.56517,0.85389,0.41545
0.33627,0.62201,0.6427,0.87373,0.40166,0.63477,0.5359,0.55423,0.46389,0.96526,0.43699,0.77322,0.87978,0.47098,0.67165,0.89392,0.91015,0.95571,0.84758,0.47026,0.73696,0.88486,0.84687,0.49903,0.90322
0.89691,0.94221,0.9141,0.58097,0.89992,0.8524,0.8794,0.87685,0.91154,0.23921,0.96128,0.68782,0.42306,0.94166,0.75625,0.47365,0.43732,0.26495,0.51677,0.89377,0.74603,0.53185,0.63714,1,0.49187
0.40695,0.24976,0.36977,0.73034,0.4622,0.53252,0.51412,0.52874,0.41242,0.77782,0.20413,0.8545,0.97632,0.29218,0.80246,0.90025,0.86608,0.78284,0.99888,0.47816,0.73668,0.84092,0.75594,1.4934e-05,0.82832
0.93752,0.79174,0.91539,0.59085,0.92983,0.94784,0.89845,0.91978,0.90974,0.64749,0.72872,0.56222,0.092469,0.80516,0.61353,0.37338,0.50669,0.59191,0.0044921,0.90237,0.71418,0.61382,0.75974,5.9736e-05,0.65965
0.29705,0.58924,0.3474,0.7253,0.38616,0.30738,0.45456,0.42407,0.41536,0.92633,0.65164,0.93172,0.33567,0.64073,0.94211,0.78257,0.86571,0.85046,0.017888,0.39237,0.68363,0.84352,0.69516,0.00023893,0.75099
0.79115,0.94937,0.83889,0.59796,0.88366,0.83755,0.90888,0.90529,0.90584,0.30255,0.88983,0.40496,0.89199,0.90806,0.32312,0.63434,0.51152,0.53124,0.07027,0.9256,0.86475,0.6208,0.86762,0.00095549,0.78773
0.659,0.26242,0.5788,0.72217,0.46218,0.55078,0.46414,0.45997,0.41524,0.87122,0.45932,0.83881,0.38538,0.36183,0.85745,0.77027,0.86394,0.86197,0.26133,0.37392,0.48167,0.816,0.42804,0.0038183,0.63679
0.87864,0.82138,0.9295,0.60573,0.94882,0.94906,0.91922,0.92298,0.90427,0.47925,0.96976,0.65286,0.94745,0.93064,0.5574,0.74283,0.52973,0.54218,0.77214,0.92305,0.97978,0.67895,0.97225,0.015215,0.93766
0.44009,0.49962,0.3305,0.73145,0.26282,0.2611,0.40503,0.41138,0.41976,0.97101,0.19462,0.70329,0.19916,0.24658,0.87833,0.69334,0.82976,0.90005,0.70375,0.34483,0.13764,0.73458,0.13591,0.059934,0.24091
0.91292,0.94999,0.84587,0.64564,0.73703,0.76437,0.92304,0.9205,0.91428,0.28626,0.71665,0.74408,0.63797,0.74585,0.50952,0.83499,0.5905,0.45968,0.83395,0.87854,0.55903,0.78935,0.54179,0.22537,0.76988
0.42529,0.3092,0.56095,0.86094,0.77785,0.69299,0.36614,0.39836,0.40938,0.7913,0.68869,0.81866,0.92386,0.73098,0.92145,0.57736,0.885,0.90981,0.55392,0.49987,0.89478,0.63751,0.9112,0.69831,0.66187
0.91039,0.85935,0.91537,0.56983,0.66052,0.83768,0.89298,0.8926,0.90125,0.68521,0.88761,0.5329,0.28138,0.81934,0.44459,0.95392,0.50748,0.40436,0.98837,0.89483,0.43984,0.89229,0.46309,0.8427,0.91768
0.39819,0.48309,0.38723,0.86793,0.85942,0.5328,0.41186,0.45764,0.43902,0.81961,0.38086,0.99426,0.80882,0.53387,0.82661,0.21164,0.87859,0.86869,0.04598,0.45864,0.88103,0.42319,0.85988,0.53023,0.3041
